club,nation,league,name,rating,position,price,card_types
Getafe CF,Uruguay,LaLiga Santander,Damián Suárez,80,RB,900,gold rare
Atlético de Madrid,Croatia,LaLiga Santander,Šime Vrsaljko,80,RB,800,gold rare
Athletic Club,Spain,LaLiga Santander,Iñigo Martínez Berridi,80,CB,2.4K,gold non-rare
M'gladbach,France,Bundesliga,Alassane Plea,80,ST,750,gold rare
Aston Villa,England,Premier League,Jack Grealish,80,LW,750,gold rare
Real Betis,Portugal,LaLiga Santander,William Silva de Carvalho,80,CDM,650,gold non-rare
Real Sociedad,Belgium,LaLiga Santander,Adnan Januzaj,80,RW,900,gold non-rare
Torino,Italy,Serie A TIM,Andrea Belotti,80,ST,2.6K,gold rare
Napoli,Poland,Serie A TIM,Piotr Zieliński,80,CM,900,gold rare
FC Porto,Brazil,Liga NOS (POR 1),Otávio Edmilson da Silva Monteiro,80,RM,3.2K,gold rare
Sassuolo,Italy,Serie A TIM,Domenico Berardi,80,RM,750,gold rare
Villarreal CF,Spain,LaLiga Santander,Rubén Peña Jiménez,80,RB,800,gold rare
Piemonte Calcio,Italy,Serie A TIM,Daniele Rugani,80,CB,18K,gold non-rare
Leverkusen,Germany,Bundesliga,Kerem Demirbay,80,CM,800,gold rare
Inter,Portugal,Serie A TIM,João Mário Naval Costa Eduardo,80,CM,12.5K,gold non-rare
River Plate,Argentina,CONMEBOL Libertadores,Franco Armani,80,GK,700,libertadores_b gold rare
Udinese,Argentina,Serie A TIM,Juan Musso,80,GK,800,gold rare
FC Bayern,France,Bundesliga,Corentin Tolisso,80,CM,1.5K,gold rare
RB Leipzig,Spain,Bundesliga,José Ángel Esmoris Tasende,80,LB,900,gold rare
Manchester Utd,Sweden,Premier League,Victor Lindelöf,80,CB,950,gold rare
Napoli,Mexico,Serie A TIM,Hirving Lozano,80,RW,1.6K,gold rare
RB Leipzig,Germany,Bundesliga,Lukas Klostermann,80,CB,2K,gold rare
Arsenal,Spain,Premier League,Daniel Ceballos Fernández,80,CM,1K,gold rare
M'gladbach,Austria,Bundesliga,Stefan Lainer,80,RB,800,gold rare
OM,France,Ligue 1 Conforama,Valentin Rongier,80,CM,800,gold rare
Wolves,Portugal,Premier League,Diogo Jota,80,LW,0,gold rare
Real Sociedad,Spain,LaLiga Santander,Mikel Merino Zazón,80,CM,1K,gold rare
RB Leipzig,France,Bundesliga,Nordi Mukiele,80,RB,1K,gold rare
Real Sociedad,Spain,LaLiga Santander,Alejandro Remiro Gargallo,80,GK,750,gold rare
Athletic Club,Spain,LaLiga Santander,Yeray Álvarez López,80,CB,2.5K,gold non-rare
M'gladbach,France,Bundesliga,Marcus Thuram,80,LW,1.4K,gold rare
Atlético de Madrid,Spain,LaLiga Santander,Mario Hermoso Canseco,80,CB,2.5K,gold rare
Athletic Club,Spain,LaLiga Santander,Unai Simón Mendibil,80,GK,750,gold rare
RB Leipzig,France,Bundesliga,Christopher Nkunku,80,CAM,2.3K,gold rare
Getafe CF,Uruguay,LaLiga Santander,Mauro Arambarri,80,CDM,1.9K,gold non-rare
Valencia CF,Uruguay,LaLiga Santander,Maximiliano Gómez,80,ST,800,gold rare
Real Madrid,Brazil,LaLiga Santander,Éder Gabriel Militão,80,CB,1.9K,gold rare
CSKA Moscow,Croatia,League of Russia (RUS 1),Nikola Vlašić,80,CAM,750,gold rare
Dinamo Zagreb,Croatia,Liga Hrvatska (CRO 1),Dominik Livaković,80,GK,650,gold non-rare
Dynamo Kyiv,Ukraine,Ukrayina Liha (UKR 1),Viktor Tsygankov,80,RM,700,gold rare
Liverpool,Portugal,Premier League,Diogo Jota,80,LW,1.5K,gold rare
New York City FC,Finland,Major League Soccer (MLS),Alexander Ring,80,CM,24.5K,if gold rare
Rennes,Italy,Ligue 1 Conforama,Daniele Rugani,80,CB,4.7K,gold non-rare
Başakşehir,Brazil,Süper Lig (TUR 1),Giuliano Victor de Paula,80,CAM,800,gold rare
Udinese,Spain,Serie A TIM,Gerard Deulofeu Lázaro,80,LM,850,gold rare
West Brom,Poland,Premier League,Kamil Grosicki,80,LM,0,if gold rare
Sporting CP,Portugal,Liga NOS (POR 1),João Mário Naval Costa Eduardo,80,CM,2.4K,gold non-rare
Inter,Uruguay,Serie A TIM,Matias Vecino,80,CDM,3.8K,ucl_rare gold rare
Real Madrid,Spain,LaLiga Santander,Lucas Vázquez,80,RW,1.7K,ucl_rare gold rare
Real Madrid,Brazil,LaLiga Santander,Éder Gabriel Militão,80,CB,3K,ucl_rare gold rare
Real Madrid,Spain,LaLiga Santander,José Ignacio Fernández Iglesias,80,CB,3.7K,ucl_rare gold rare
Real Madrid,Brazil,LaLiga Santander,Vinícius Júnior,80,LW,1.8K,ucl_rare gold rare
Real Madrid,Serbia,LaLiga Santander,Luka Jovic,80,ST,3K,ucl_rare gold rare
Liverpool,England,Premier League,James Milner,80,CM,2.4K,ucl_rare gold rare
Liverpool,Portugal,Premier League,Diogo Jota,80,LW,2.9K,ucl_rare gold rare
FC Porto,Brazil,Liga NOS (POR 1),Otávio Edmilson da Silva Monteiro,80,RM,6K,ucl_rare gold rare
M'gladbach,France,Bundesliga,Alassane Plea,80,ST,1.4K,ucl_rare gold rare
M'gladbach,Austria,Bundesliga,Stefan Lainer,80,RB,1.4K,ucl_rare gold rare
Dortmund,Poland,Bundesliga,Lukasz Piszczek,80,CB,1.8K,ucl_rare gold rare
M'gladbach,France,Bundesliga,Marcus Thuram,80,LW,1.8K,ucl_rare gold rare
Dortmund,Germany,Bundesliga,Nico Schulz,80,LB,2.1K,ucl_rare gold rare
M'gladbach,Germany,Bundesliga,Lars Stindl,80,CAM,1.3K,ucl_rare gold rare
OM,France,Ligue 1 Conforama,Valentin Rongier,80,CM,1.6K,ucl_rare gold rare
Başakşehir,Brazil,Süper Lig (TUR 1),Giuliano Victor de Paula,80,CAM,0,ucl_rare gold rare
Lokomotiv Moscow,Poland,League of Russia (RUS 1),Grzegorz Krychowiak,80,CDM,1.5K,ucl_rare gold rare
Dynamo Kyiv,Ukraine,Ukrayina Liha (UKR 1),Viktor Tsygankov,80,RM,1.1K,ucl_rare gold rare
Inter,Chile,Serie A TIM,Alexis Sánchez,80,LW,4.2K,ucl_rare gold rare
Inter,Portugal,Serie A TIM,João Mário Naval Costa Eduardo,80,CM,0,ucl_non_rare gold rare
Inter,Italy,Serie A TIM,Nicolò Barella,80,CM,4.8K,ucl_rare gold rare
Chelsea,England,Premier League,Mason Mount,80,CAM,1.5K,ucl_rare gold rare
Chelsea,France,Premier League,Kurt Zouma,80,CB,2.1K,ucl_rare gold rare
RB Leipzig,France,Bundesliga,Nordi Mukiele,80,RB,1.8K,ucl_rare gold rare
RB Leipzig,Spain,Bundesliga,José Ángel Esmoris Tasende,80,LB,2.2K,ucl_rare gold rare
Piemonte Calcio,Italy,Serie A TIM,Daniele Rugani,80,CB,0,ucl_non_rare gold rare
Piemonte Calcio,Italy,Serie A TIM,Federico Bernardeschi,80,CAM,4.9K,ucl_rare gold rare
Paris SG,Germany,Ligue 1 Conforama,Julian Draxler,80,CAM,1.5K,ucl_rare gold rare
FC Bayern,France,Bundesliga,Corentin Tolisso,80,CM,2.1K,ucl_rare gold rare
Rennes,Italy,Ligue 1 Conforama,Daniele Rugani,80,CB,0,ucl_non_rare gold rare
Ajax,Brazil,Eredivisie (NED 1),David Neres,80,LW,2.3K,ucl_rare gold rare
Manchester Utd,Argentina,Premier League,Sergio Romero,80,GK,1.1K,ucl_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Sergio Escudero Palomo,80,LB,2K,ucl_rare gold rare
Manchester Utd,England,Premier League,Dean Henderson,80,GK,1.4K,ucl_rare gold rare
Sevilla FC,Netherlands,LaLiga Santander,Luuk de Jong,80,ST,1.3K,ucl_rare gold rare
Manchester Utd,Serbia,Premier League,Nemanja Matic,80,CDM,1.2K,ucl_rare gold rare
Manchester Utd,Sweden,Premier League,Victor Lindelöf,80,CB,2.1K,ucl_rare gold rare
Atlético de Madrid,Croatia,LaLiga Santander,Šime Vrsaljko,80,RB,1.9K,ucl_rare gold rare
Atlético de Madrid,Spain,LaLiga Santander,Diego da Silva Costa,80,ST,2.3K,ucl_rare gold rare
Atlético de Madrid,Spain,LaLiga Santander,Mario Hermoso Canseco,80,CB,4.4K,ucl_rare gold rare
RB Leipzig,France,Bundesliga,Christopher Nkunku,80,CAM,2.3K,ucl_rare gold rare
RB Leipzig,Germany,Bundesliga,Lukas Klostermann,80,CB,2.1K,ucl_rare gold rare
Manchester City,England,Premier League,John Stones,80,CB,3.5K,ucl_rare gold rare
Manchester City,Ukraine,Premier League,Oleksandr Zinchenko,80,LB,1.5K,ucl_rare gold rare
Milan,Italy,Serie A TIM,Giacomo Bonaventura,80,CM,0,gold non-rare
Fiorentina,Italy,Serie A TIM,Giacomo Bonaventura,80,CM,0,gold non-rare
KRC Genk,Belgium,1A Pro League (BEL 1),Theo Bongonda,80,LW,15K,if gold rare
Galatasaray,Senegal,Süper Lig (TUR 1),Mbaye Diagne,80,ST,18K,if gold rare
Chelsea,England,Premier League,Mason Mount,80,CAM,0,console_de gold rare
Milan,France,Serie A TIM,Theo Hernández,80,LB,0,console_de gold rare
Hannover 96,Germany,Bundesliga 2 (GER 2),Michael Esser,80,GK,16K,if gold rare
Minnesota United,Argentina,Major League Soccer (MLS),Emanuel Reynoso,80,CAM,15.5K,if gold rare
Guangzhou,China PR,Chinese FA Super L. (CHN 1),Ricardo Goulart Pereira,80,CF,700,gold rare
CSKA Moscow,Russia,League of Russia (RUS 1),Fedor Chalov,80,ST,16K,if gold rare
Feyenoord,Netherlands,Eredivisie (NED 1),Bryan Linssen,80,ST,18K,if gold rare
Frankfurt,Serbia,Bundesliga,Luka Jovic,80,ST,850,gold rare
LASK,Austria,Ö Bundesliga (AUT 1),Gernot Trauner,80,CB,14K,if gold rare
Wolves,Brazil,Premier League,Willian José da Silva,80,ST,750,gold rare
Cagliari,Italy,Serie A TIM,Daniele Rugani,80,CB,5K,gold non-rare
Arsenal,Australia,Premier League,Mathew Ryan,80,GK,800,gold non-rare
Atalanta,Italy,Serie A TIM,Matteo Pessina,80,CAM,14.75K,motm gold rare
Sunderland,England,EFL League One (ENG 3),Charlie Wyke,80,ST,11K,if gold rare
Liverpool,England,Premier League,Alex Oxlade-Chamberlain,79,CM,1.2K,gold rare
Manchester City,England,Premier League,Phil Foden,79,CAM,1.7K,gold rare
Manchester City,Netherlands,Premier League,Nathan Aké,79,CB,2.8K,gold rare
Spurs,England,Premier League,Danny Rose,79,LB,750,gold non-rare
Spurs,France,Premier League,Moussa Sissoko,79,CM,2.3K,gold rare
Spurs,England,Premier League,Harry Winks,79,CDM,650,gold non-rare
Real Madrid,Brazil,LaLiga Santander,Rodrygo Silva de Goes,79,RW,900,gold rare
Milan,Croatia,Serie A TIM,Ante Rebic,79,ST,2K,gold rare
Milan,Turkey,Serie A TIM,Hakan Çalhanoğlu,79,LW,1.4K,gold non-rare
Dortmund,France,Bundesliga,Dan-Axel Zagadou,79,CB,1.8K,gold non-rare
Chelsea,Denmark,Premier League,Andreas Christensen,79,CB,950,gold non-rare
Chelsea,France,Premier League,Olivier Giroud,79,ST,800,gold non-rare
Paris SG,Argentina,Ligue 1 Conforama,Leandro Paredes,79,CM,1.2K,gold rare
Paris SG,Spain,Ligue 1 Conforama,Ander Herrera,79,CM,1.3K,gold rare
Watford,Ecuador,EFL Championship (ENG 2),Pervis Estupiñán,79,LB,0,gold non-rare
Granada CF,Portugal,LaLiga Santander,Rui Silva,79,GK,500,gold non-rare
RB Leipzig,France,Bundesliga,Dayot Upamecano,79,CB,2.2K,gold rare
Sevilla FC,France,LaLiga Santander,Jules Koundé,79,CB,2.3K,gold rare
Napoli,Nigeria,Serie A TIM,Victor Osimhen,79,ST,950,gold rare
Real Sociedad,Sweden,LaLiga Santander,Alexander Isak,79,ST,800,gold rare
OM,France,Ligue 1 Conforama,Boubacar Kamara,79,CDM,700,gold non-rare
West Ham,England,Premier League,Declan Rice,79,CDM,600,gold non-rare
Wolves,Spain,Premier League,Adama,79,RW,1.6K,gold rare
Leicester City,England,Premier League,Harvey Barnes,79,LW,700,gold non-rare
Shanghai Shenhua,Italy,Chinese FA Super L. (CHN 1),Stephan El Shaarawy,79,LW,950,gold rare
Atalanta,Ukraine,Serie A TIM,Ruslan Malinovskyi,79,CM,850,gold rare
Southampton,England,Premier League,James Ward-Prowse,79,CM,800,gold rare
Levante UD,FYR Macedonia,LaLiga Santander,Enis Bardhi,79,LM,700,gold rare
SD Eibar,Spain,LaLiga Santander,Pedro León,79,RM,750,gold rare
Valencia CF,Central African Republic,LaLiga Santander,Geoffrey Kondogbia,79,CM,2.8K,gold rare
América,Mexico,LIGA BBVA MX (MEX 1),Guillermo Ochoa,79,GK,500,gold non-rare
Tigres,Argentina,LIGA BBVA MX (MEX 1),Nahuel Guzmán,79,GK,500,gold non-rare
AZ,Netherlands,Eredivisie (NED 1),Marco Bizot,79,GK,400,gold non-rare
PSV,Netherlands,Eredivisie (NED 1),Denzel Dumfries,79,RB,700,gold rare
VfL Wolfsburg,Germany,Bundesliga,Maximilian Arnold,79,CDM,700,gold rare
LA Galaxy,Argentina,Major League Soccer (MLS),Cristian Pavón,79,LW,2.2K,gold rare
Lazio,Spain,Serie A TIM,José Manuel Reina Páez,79,GK,1.1K,gold non-rare
Estudiantes,Argentina,Primera División (ARG 1),Javier Mascherano,79,CDM,4K,gold non-rare
Bordeaux,France,Ligue 1 Conforama,Benoît Costil,79,GK,500,gold non-rare
Watford,England,EFL Championship (ENG 2),Ben Foster,79,GK,650,gold non-rare
Bordeaux,France,Ligue 1 Conforama,Laurent Koscielny,79,CB,1.2K,gold non-rare
Portland Timbers,Argentina,Major League Soccer (MLS),Diego Valeri,79,CAM,1.1K,gold non-rare
Arsenal,Greece,Premier League,Sokratis Papastathopoulos,79,CB,1.4K,gold non-rare
Napoli,Colombia,Serie A TIM,David Ospina,79,GK,750,gold rare
Valencia CF,France,LaLiga Santander,Kévin Gameiro,79,ST,850,gold rare
Racing Club,Chile,CONMEBOL Libertadores,Marcelo Díaz,79,CDM,700,libertadores_b gold rare
Olympiacos CFP,France,Hellas Liga (GRE 1),Mathieu Valbuena,79,LM,700,gold rare
Getafe CF,Spain,LaLiga Santander,Ángel Luís Rodríguez Díaz,79,ST,700,gold non-rare
Manchester Utd,Spain,Premier League,Juan Manuel Mata García,79,CAM,1.6K,gold non-rare
Jiangsu Suning,Italy,Chinese FA Super L. (CHN 1),Éder Citadin Martins,79,ST,750,gold rare
Sporting CP,Portugal,Liga NOS (POR 1),Vitorino Pacheco Antunes,79,LB,1.2K,gold rare
Everton,Republic of Ireland,Premier League,Séamus Coleman,79,RB,950,gold non-rare
Lokomotiv Moscow,Croatia,League of Russia (RUS 1),Vedran Ćorluka,79,CB,1.9K,gold non-rare
Real Betis,Brazil,LaLiga Santander,Sidnei Rechel da Silva Júnior,79,CB,950,gold rare
Al Nassr,Morocco,MBS Pro League (SAU 1),Nordin Amrabat,79,RM,700,gold rare
Lazio,Italy,Serie A TIM,Marco Parolo,79,CDM,800,gold rare
Roma FC,Argentina,Serie A TIM,Diego Perotti,79,LM,8.9K,gold rare
Everton,Iceland,Premier League,Gylfi Sigurðsson,79,CAM,700,gold rare
Galatasaray,Algeria,Süper Lig (TUR 1),Sofiane Feghouli,79,RM,700,gold non-rare
Girona FC,Uruguay,LaLiga SmartBank (ESP 2),Cristhian Stuani,79,ST,700,gold rare
FC Bayern,Germany,Bundesliga,Sven Ulreich,79,GK,3K,gold non-rare
ASSE,France,Ligue 1 Conforama,Yann M'Vila,79,CDM,0,gold non-rare
Rennes,France,Ligue 1 Conforama,Steven Nzonzi,79,CDM,700,gold rare
Jiangsu Suning,Brazil,Chinese FA Super L. (CHN 1),Alex Teixeira dos Santos,79,ST,750,gold rare
Sassuolo,Italy,Serie A TIM,Francesco Caputo,79,ST,2.3K,gold non-rare
Villarreal CF,Spain,LaLiga Santander,Vicente Iborra de la Fuente,79,CDM,850,gold non-rare
Burnley,England,Premier League,Ben Mee,79,CB,900,gold non-rare
Manchester Utd,England,Premier League,Chris Smalling,79,CB,4K,gold rare
SD Eibar,Spain,LaLiga Santander,José Ángel Valdés Díaz,79,LB,900,gold non-rare
Manchester City,Argentina,Premier League,Nicolás Otamendi,79,CB,5.9K,gold non-rare
R. Valladolid CF,Chile,LaLiga Santander,Fabián Orellana,79,RM,600,gold non-rare
Guangzhou,China PR,Chinese FA Super L. (CHN 1),Kesen Ai,79,ST,700,gold rare
Villarreal CF,Spain,LaLiga Santander,Jaume Vicent Costa Jordá,79,LB,750,gold non-rare
Sevilla FC,Serbia,LaLiga Santander,Nemanja Gudelj,79,CDM,750,gold rare
Montpellier,Algeria,Ligue 1 Conforama,Andy Delort,79,ST,700,gold rare
Atalanta,Colombia,Serie A TIM,Luis Muriel,79,ST,3.4K,gold rare
Cagliari,Brazil,Serie A TIM,João Pedro G. Santos Galvão,79,CF,1.2K,gold non-rare
Piemonte Calcio,Brazil,Serie A TIM,Danilo Luiz da Silva,79,RB,4.6K,gold non-rare
D. Alavés,Spain,LaLiga Santander,Lucas Pérez Martínez,79,ST,750,gold rare
Athletic Club,Spain,LaLiga Santander,Ibai Gómez Pérez,79,RW,750,gold rare
Strasbourg,Belgium,Ligue 1 Conforama,Matz Sels,79,GK,500,gold non-rare
Atlético de Madrid,Spain,LaLiga Santander,Víctor Machín Pérez,79,LM,800,gold rare
Real Betis,Algeria,LaLiga Santander,Aïssa Mandi,79,CB,800,gold rare
FC Barcelona,Brazil,LaLiga Santander,Rafael Alcântara,79,CM,7.9K,gold rare
Napoli,Algeria,Serie A TIM,Faouzi Ghoulam,79,LB,2.1K,gold non-rare
Roma FC,France,Serie A TIM,Jordan Veretout,79,CDM,1.4K,gold rare
FC Schalke 04,Senegal,Bundesliga,Salif Sané,79,CB,800,gold rare
Wolves,England,Premier League,Conor Coady,79,CB,850,gold rare
Beijing Guoan,Brazil,Chinese FA Super L. (CHN 1),Fernando Lucas Martins,79,CDM,800,gold non-rare
Hertha Berlin,Germany,Bundesliga,Alexander Schwolow,79,GK,550,gold non-rare
OM,Spain,Ligue 1 Conforama,Álvaro González Soberón,79,CB,1K,gold non-rare
Al Hilal,Peru,MBS Pro League (SAU 1),André Carrillo,79,RM,750,gold rare
Toronto FC,Spain,Major League Soccer (MLS),Alejandro Pozuelo Melero,79,CAM,1.4K,gold non-rare
Strasbourg,France,Ligue 1 Conforama,Kenny Lala,79,RWB,1.1K,gold rare
Napoli,Portugal,Serie A TIM,Mário Rui Silva Duarte,79,LB,4.1K,gold non-rare
RB Leipzig,Hungary,Bundesliga,Willi Orban,79,CB,1.5K,gold non-rare
Crystal Palace,Serbia,Premier League,Luka Milivojević,79,CDM,500,gold non-rare
Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),Taras Stepanenko,79,CDM,1.7K,gold non-rare
SC Braga,Brazil,Liga NOS (POR 1),Matheus Lima Magalhães,79,GK,750,gold non-rare
SL Benfica,Brazil,Liga NOS (POR 1),Gabriel Appelt Pires,79,CM,750,gold rare
RB Leipzig,Sweden,Bundesliga,Emil Forsberg,79,CAM,800,gold rare
TSG Hoffenheim,Israel,Bundesliga,Munas Dabbur,79,ST,450,gold non-rare
FC Schalke 04,Spain,Bundesliga,Omar Mascarell González,79,CDM,700,gold rare
River Plate,Colombia,CONMEBOL Libertadores,Juan Fernando Quintero,79,CAM,1.4K,libertadores_b gold rare
Milan,Spain,Serie A TIM,Samuel Castillejo Azuaga,79,RM,4.5K,gold non-rare
VfL Wolfsburg,Switzerland,Bundesliga,Kevin Mbabu,79,RB,1K,gold rare
Chelsea,Italy,Premier League,Emerson Palmieri dos Santos,79,LB,2.2K,gold non-rare
OM,France,Ligue 1 Conforama,Morgan Sanson,79,CM,1.2K,gold rare
CA Osasuna,Spain,LaLiga Santander,Rubén García Santos,79,LM,600,gold non-rare
M'gladbach,Austria,Bundesliga,Valentino Lazaro,79,RM,1.5K,gold non-rare
Atalanta,Italy,Serie A TIM,Pierluigi Gollini,79,GK,850,gold non-rare
Everton,Portugal,Premier League,André Filipe Tavares Gomes,79,CM,850,gold non-rare
PSV,Germany,Eredivisie (NED 1),Philipp Max,79,LB,700,gold rare
Leverkusen,Germany,Bundesliga,Jonathan Tah,79,CB,850,gold rare
SC Braga,Portugal,Liga NOS (POR 1),Ricardo Jorge da Luz Horta,79,LW,550,gold non-rare
Al Nassr,Morocco,MBS Pro League (SAU 1),Abderrazak Hamdallah,79,ST,700,gold rare
Boca Juniors,Colombia,CONMEBOL Libertadores,Frank Fabra,79,LB,750,libertadores_b gold rare
Atalanta,Russia,Serie A TIM,Alexey Miranchuk,79,CAM,800,gold rare
OM,Argentina,Ligue 1 Conforama,Darío Benedetto,79,ST,750,gold rare
River Plate,Argentina,CONMEBOL Libertadores,Milton Casco,79,LB,800,libertadores_b gold rare
Leicester City,Spain,Premier League,Ayoze Pérez Gutiérrez,79,RW,750,gold non-rare
Torino,Italy,Serie A TIM,Armando Izzo,79,CB,4.2K,gold non-rare
Athletic Club,Spain,LaLiga Santander,Daniel García Carrillo,79,CM,800,gold rare
Levante UD,Spain,LaLiga Santander,José Luis Morales Nogales,79,ST,750,gold rare
SC Braga,Portugal,Liga NOS (POR 1),João Paulo Dias Fernandes,79,ST,1.6K,gold non-rare
OL,France,Ligue 1 Conforama,Léo Dubois,79,RB,800,gold non-rare
Rennes,Mali,Ligue 1 Conforama,Hamari Traoré,79,RB,750,gold rare
Angers SCO,France,Ligue 1 Conforama,Baptiste Santamaria,79,CDM,0,gold non-rare
Chelsea,France,Premier League,Tiemoué Bakayoko,79,CDM,5.1K,gold rare
Real Sociedad,Spain,LaLiga Santander,Joseba Zaldúa Bengoetxea,79,RB,950,gold non-rare
OL,Belgium,Ligue 1 Conforama,Jason Denayer,79,CB,1.8K,gold rare
Sevilla FC,Spain,LaLiga Santander,Munir El Haddadi,79,ST,1K,gold rare
Everton,England,Premier League,Dominic Calvert-Lewin,79,ST,800,gold rare
SL Benfica,Germany,Liga NOS (POR 1),Julian Weigl,79,CDM,550,gold non-rare
Al Nassr,Brazil,MBS Pro League (SAU 1),Petros Matheus dos Santos Araujo,79,CDM,550,gold non-rare
Getafe CF,Spain,LaLiga Santander,Jaime Mata Arnaiz,79,ST,750,gold non-rare
Real Betis,Spain,LaLiga Santander,Borja Iglesias Quintas,79,ST,750,gold rare
M'gladbach,Algeria,Bundesliga,Ramy Bensebaini,79,LB,500,gold non-rare
Sevilla FC,Spain,LaLiga Santander,Joan Jordán Moreno,79,CM,1.1K,gold non-rare
Manchester Utd,Côte d'Ivoire,Premier League,Eric Bailly,79,CB,1.4K,gold rare
AS Monaco,Russia,Ligue 1 Conforama,Alexandr Golovin,79,CM,900,gold rare
West Ham,Spain,Premier League,Pablo Fornals Malla,79,LM,700,gold non-rare
Piemonte Calcio,Uruguay,Serie A TIM,Rodrigo Bentancur,79,CM,2.8K,gold rare
FC Porto,Mali,Liga NOS (POR 1),Moussa Marega,79,ST,3K,gold rare
Sheffield Utd,Norway,Premier League,Sander Berge,79,CDM,700,gold rare
Roma FC,Italy,Serie A TIM,Lorenzo Pellegrini,79,CAM,750,gold rare
CA Osasuna,Argentina,LaLiga Santander,Ezequiel Ávila,79,ST,800,gold rare
OGC Nice,Denmark,Ligue 1 Conforama,Kasper Dolberg,79,ST,500,gold non-rare
Frankfurt,Portugal,Bundesliga,André Miguel Valente da Silva,79,ST,750,gold non-rare
Werder Bremen,Kosovo,Bundesliga,Milot Rashica,79,CF,750,gold rare
Real Sociedad,Spain,LaLiga Santander,Igor Zubeldia Elorza,79,CDM,750,gold non-rare
Real Madrid,Spain,LaLiga Santander,Álvaro Odriozola Arzalluz,79,RB,700,gold non-rare
Valencia CF,Spain,LaLiga Santander,Carlos Soler Barragán,79,RM,700,gold non-rare
LOSC,France,Ligue 1 Conforama,Jonathan Ikoné,79,RM,850,gold rare
Rennes,Senegal,Ligue 1 Conforama,Édouard Mendy,79,GK,0,gold non-rare
M'gladbach,Germany,Bundesliga,Florian Neuhaus,79,CM,4.6K,gold non-rare
Manchester Utd,Scotland,Premier League,Scott McTominay,79,CDM,800,gold rare
Sporting CP,Brazil,Liga NOS (POR 1),Marcus Wendel Valle da Silva,79,CM,18K,gold rare
Getafe CF,Serbia,LaLiga Santander,Nemanja Maksimović,79,CDM,550,gold non-rare
OGC Nice,Algeria,Ligue 1 Conforama,Youcef Atal,79,RB,850,gold rare
FC Barcelona,Spain,LaLiga Santander,Héctor Junior Firpo Adamés,79,LB,950,gold non-rare
Stade de Reims,Serbia,Ligue 1 Conforama,Predrag Rajković,79,GK,500,gold non-rare
Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),Aluísio Chaves Rib. Moraes Júnior,79,ST,0,gold non-rare
RB Leipzig,Spain,Bundesliga,Daniel Olmo Carvajal,79,CAM,750,gold rare
SL Benfica,Brazil,Liga NOS (POR 1),Carlos Vinícius Alves Morais,79,ST,7.5K,gold non-rare
SC Freiburg,France,Bundesliga,Baptiste Santamaria,79,CDM,900,gold non-rare
Chelsea,Senegal,Premier League,Édouard Mendy,79,GK,600,gold non-rare
Villarreal CF,Ecuador,LaLiga Santander,Pervis Estupiñán,79,LB,10K,gold non-rare
